Id_bien;Cod_depcom;No_voie;Btq;Type_voie;Voie;Code_postal;Com_ad;Surface_Carrez;Type_local;Nb_pieces;Surface_terrain
2615;13201;48;;RUE;BERNARD DU BOIS;13001;MARSEILLE 1ER;25.77;Appartement;1;
2616;13201;57;;RUE;FLEGIER;13001;MARSEILLE 1ER;35.41;Appartement;1;
2617;13201;9;;RUE;GUY FABRE;13001;MARSEILLE 1ER;45.1;Appartement;2;
2618;13204;89;;BD;LOUIS BOTINELLY;13004;MARSEILLE 4EME;65.71;Appartement;3;
2619;13208;23;;BD;BAPTISTIN CAYOL;13008;MARSEILLE 8EME;35.55;Appartement;1;
2620;13208;40;;BD;EDOUARD HERRIOT;13008;MARSEILLE 8EME;72.54;Appartement;3;
2621;13209;58;;CHE;DU VAL DES BOIS;13009;MARSEILLE 9EME;32.44;Appartement;1;
2622;13215;5001;F;RES;MARITIME;13015;MARSEILLE 15EME;52.91;Appartement;3;
2623;13216;21;;RUE;DE VARSOVIE;13016;MARSEILLE 16EME;43.28;Appartement;2;
2624;14333;74;;RUE;HAUTE;14600;HONFLEUR;20.92;Appartement;1;
2625;14514;15;;RUE;BREBAN;14130;PONT-L EVEQUE;17.79;Appartement;1;
2626;22179;7;;RUE;DE LA PLAGE;22240;FREHEL;44.1;Appartement;2;
2627;22339;23;;RUE;DE LA GRANDE COCAGNE;22100;TADEN;69.03;Maison;3;
2628;25056;12;;RUE;DU MARECHAL LYAUTEY;25000;BESANCON;57.19;Appartement;2;
2629;25056;20;;RUE;DE VITTEL;25000;BESANCON;105.03;Appartement;4;
2630;26064;2;;AV;DE VALENCE;26120;CHABEUIL;111.39;Appartement;3;
2631;26362;38;;RUE;DE L ARMEE BELGE;26000;VALENCE;31.67;Appartement;2;
2632;27230;12;;RUE;PASTEUR;27530;EZY SUR EURE;89;Appartement;4;
2633;29019;14;;RUE;ERNEST RENAN;29200;BREST;57.2;Appartement;3;
2634;29019;3;;RUE;FAUTRAS;29200;BREST;73.51;Appartement;4;
2635;2A228;;;;VALLE DI VIGNOLA;20166;PIETROSELLA;54.22;Appartement;1;
2636;2A249;5000;;;VIGNA MAJO;20110;PROPRIANO;73.05;Appartement;3;
2637;30007;145;;QUAI;DE BILINA;30100;ALES;39.28;Appartement;2;
2638;30169;5;;RTE;DE NIMES;30540;MILHAUD;90.59;Appartement;4;
2639;31555;15;;BD;MONPLAISIR;31400;TOULOUSE;68.87;Appartement;3;
2640;31555;3;;ALL;FORAIN F VERDIER;31000;TOULOUSE;118.19;Appartement;5;
2641;33009;14;;ALL;DOC FERNAND LALESQUE;33120;ARCACHON;13.98;Appartement;1;
2642;33039;17;;RUE;DU JARDIN DES HORTENSIAS;33130;BEGLES;37.93;Appartement;2;
2643;33063;7;;RUE;DU PORTAIL;33800;BORDEAUX;87;Appartement;3;
2644;33063;16;;RUE;DE LA MISERICORDE;33000;BORDEAUX;35.29;Appartement;2;
2645;33063;259;;CRS;DU MARECHAL GALLIENI;33000;BORDEAUX;95.59;Appartement;4;
2646;33063;259;;CRS;DU MARECHAL GALLIENI;33000;BORDEAUX;103.1;Appartement;5;
2647;33119;29;B;RUE;GASTON DEFERRE;33150;CENON;41.12;Appartement;2;
2648;33214;6;;BD;DE LA PLAGE;33680;LACANAU;26.64;Appartement;1;
2649;33236;106;;AV;DE LA VIGNE CAP FERRET;33970;LEGE-CAP-FERRET;86.92;Maison;4;
2650;33281;9005;;AV;DE BOURRANVILLE;33700;MERIGNAC;71.57;Appartement;3;
2651;33449;45;;RUE;JEAN JAURES;33160;SAINT MEDARD EN JALLES;32.08;Appartement;1;
2652;33514;41;;RUE;TROUCHE;33780;SOULAC-SUR-MER;56.32;Appartement;2;
2653;33550;29;;IMP;CHARLES DE GAULLE;33140;VILLENAVE D ORNON;89.81;Maison;4;
2654;34003;4;;RUE;DES CHANDELLES;34300;AGDE;23.06;Appartement;2;
2655;34145;426;;RUE;DU BOUZANQUET;34400;LUNEL;79.41;Appartement;4;
2656;34199;6;;IMP;SIMON DUCROS;34120;PEZENAS;72.76;Appartement;1;
2657;34301;9077;;CITE;DU CHATEAU VERT;34200;SETE;52.87;Appartement;3;
2658;34301;12;;ALL;DE LA GOELETTE;34200;SETE;31.26;Appartement;2;
2659;34333;21;;CHEM;DE LA SOURCE;34110;VIC-LA-GARDIOLE;29.5;Maison;2;
2660;35093;2;;IMP;PAUL CARON;35800;DINARD;25.83;Appartement;1;
2661;35238;11;;SQ;DES HAUTES OURMES;35200;RENNES;83.56;Appartement;4;
2662;35238;2;;AV;D IRLANDE;35200;RENNES;22.83;Appartement;1;
2663;37208;71;;RUE;DE GRAND COUR;37550;SAINT AVERTIN;86.29;Appartement;4;
2664;37208;16;;RUE;DES SABLES;37550;SAINT AVERTIN;58.77;Appartement;3;
2665;37214;16;;RUE;HENRI LEBRUN;37540;SAINT CYR SUR LOIRE;30.66;Appartement;1;
2666;37261;16;;RUE;CHARLES GILLE;37000;TOURS;40.27;Appartement;2;
2667;37261;27;;ALL;LAURENCE BERLUCHON;37200;TOURS;78.61;Appartement;4;
2668;37261;23;B;BD;PREUILLY;37000;TOURS;56.04;Appartement;6;
2669;37261;165;;RUE;ROGER SALENGRO;37000;TOURS;28.75;Appartement;1;
2670;38185;7;;PL;GRENETTE;38000;GRENOBLE;35.67;Appartement;1;
2671;38185;19;;RUE;TURENNE;38000;GRENOBLE;60.46;Appartement;2;
2672;38185;2;;RUE;GALLICE;38100;GRENOBLE;66.89;Appartement;2;
2673;38185;4;;RUE;AMEDEE MOREL;38000;GRENOBLE;21.83;Appartement;1;
2674;38191;563;;RUE;93 EME RAM;38750;HUEZ;25;Appartement;1;
2675;38337;283;;CHE;DES VIGNES;38140;RIVES;67.7;Appartement;3;
2676;38548;5815;;;AUX GLOVETTES;38250;VILLARD-DE-LANS;26.45;Appartement;1;
2677;40046;116;;;PAS DE LES AMNES;40600;BISCARROSSE;81.7;Maison;4;
2678;40046;372;;RUE;DES SABLES;40600;BISCARROSSE;45.27;Appartement;2;
2679;40088;26;;RUE;NEUVE;40100;DAX;36.96;Appartement;1;
2680;40157;524;;AV;DU BORN;40170;LIT ET MIXE;41.67;Appartement;3;
2681;40192;2;;RUE;PARMENTIER;40000;MONT-DE-MARSAN;38.55;Appartement;3;
2682;40261;74;;CHE;DE LOUSTALOT;40230;ST-GEOURS-MAREMNE;88.8;Maison;4;
2683;40266;1003;;AV;DE L OCEAN;40170;ST-JULIEN-EN-BORN;50.7;Appartement;2;
2684;40281;141;;RUE;MARIE CURIE;40280;SAINT-PIERRE-DU-MONT;43.61;Appartement;2;
2685;40287;52;;RUE;DES MOUSSERONS;40460;SANGUINET;41.41;Appartement;2;
2686;40328;40;;RES;MER ET GOLF-LE BOUCANIER;40480;VIEUX BOUCAU-LES-BAINS;21.39;Appartement;1;
2687;42005;9004;;RUE;MOLIERE;42160;ANDREZIEUX-BOUTHEON;70.05;Appartement;3;
2688;42184;85;;ALL;DES SAPINS;42153;RIORGES;42.37;Appartement;2;
2689;42218;78;;RUE;DESIRE CLAUDE;42100;SAINT-ETIENNE;97.36;Appartement;3;
2690;42218;2;;RUE;DE LA SABLIERE;42000;SAINT-ETIENNE;66.63;Appartement;4;
2691;44015;40;;RTE;DE NANTES;44130;BLAIN;30.95;Appartement;1;
2692;44143;22;;RUE;DES CHAMPS RENAUDINS;44400;REZE;33.5;Maison;1;
2693;44190;3;;RUE;DE POLYMNIE;44230;ST SEBASTIEN SUR LOIRE;64.13;Appartement;3;
2694;44211;5;;RUE;DU MARECHAL LECLERC;44420;LA TURBALLE;36.59;Appartement;1;
2695;45232;120;;RUE;DES POILUS;45160;OLIVET;50.39;Appartement;2;
2696;45234;29;;FG;SAINT VINCENT;45000;ORLEANS;32.59;Appartement;2;
2697;45285;36;;RUE;ESPADON;45140;ST JEAN DE LA RUELLE;82.43;Maison;4;
2698;50147;5;;RUE;DES VIKINGS;50200;COUTANCES;30.14;Appartement;2;
2699;51210;10;;RUE;HONORE DE BALZAC;51530;DIZY;77.63;Appartement;4;
2700;54323;3;;RUE;ALBERT LEBRUN;54400;LONGWY;42.95;Appartement;2;
2701;54395;27;;RUE;DU HAUT BOURGEOIS;54000;NANCY;74.33;Appartement;3;
2702;54482;9001;;RUE;DOCTEUR ROUX AULNES;54130;SAINT MAX;61.43;Appartement;4;
2703;54547;2;;SQ;D HEIDELBERG;54500;VANDOEUVRE LES NANCY;63.36;Appartement;3;
2704;56007;3;;CHE;DU PONT NEUF;56400;AURAY;77.76;Appartement;3;
2705;56034;8369;;CHE;DE LA GARENNE;56340;CARNAC;27.71;Appartement;2;
2706;56162;2;;RUE;DU STOLE;56270;PLOEMEUR;59.8;Appartement;3;
2707;58134;2;;RUE;DE LA TURLURETTE;58160;IMPHY;79.49;Appartement;4;
2708;58194;51;;RUE;CLAUDE PARENT;58000;NEVERS;84.68;Appartement;4;
2709;59009;21;;CHS;HOTEL DE VILLE;59650;VILLENEUVE-D'ASCQ;75.93;Appartement;4;
2710;59368;34;;ALL;VAUBAN;59110;LA MADELEINE;45.99;Appartement;2;
2711;59462;9;;RES;LES JARDINS DE L'ABBAYE;59133;PHALEMPIN;67.79;Appartement;3;
2712;60159;2;;RUE;LE FERON;60200;COMPIEGNE;24.31;Appartement;1;
2713;60395;68;;RUE;MARTYRS RESISTANCE;60110;MERU;17.86;Appartement;1;
2714;60414;84;;RUE;VICTOR HUGO;60160;MONTATAIRE;78.15;Appartement;4;
2715;60463;7;;RUE;DU DR SCHWEITZER;60180;NOGENT SUR OISE;52.91;Appartement;2;
2716;62014;65;;RUE;D ARRAS;62120;AIRE-SUR-LA-LYS;50.54;Appartement;3;
2717;62758;179;;RTE;DE SAINT OMER;62280;ST MARTIN BOULOGNE;92.24;Appartement;4;
2718;63300;35;;RUE;DE L HOTEL DE VILLE;63200;RIOM;67.24;Appartement;3;
2719;64122;5;;AV;GENERAL MAC CROSKEY;64200;BIARRITZ;68.03;Appartement;2;
2720;64483;24;;AV;DE CHANTACO;64500;SAINT-JEAN-DE-LUZ;107.2;Appartement;5;
2721;69004;187;;RUE;DE L EGLISE;69380;ALIX;63.06;Appartement;3;
2722;69034;11;;RUE;MARTIN BASSE;69300;CALUIRE ET CUIRE;44.88;Appartement;2;
2723;69034;26;;CHE;DE CREPIEUX;69300;CALUIRE ET CUIRE;29.74;Appartement;1;
2724;69143;30;;AV;AUGUSTE WISSEL;69250;NEUVILLE SUR SAONE;66.63;Appartement;3;
2725;69202;11;;AV;DU 11 NOVEMBRE;69110;SAINTE FOY LES LYON;77.78;Appartement;4;
2726;69204;54;;PL;DES BASSES BAROLLES;69230;SAINT-GENIS-LAVAL;66.64;Appartement;3;
2727;69244;15;B;RUE;FRANCOIS MERMET;69160;TASSIN-LA-DEMI-LUNE;70.69;Appartement;3;
2728;69381;99;;MTE;DE LA GRANDE COTE;69001;LYON 1ER;28.06;Appartement;1;
2729;69382;14;;QUAI;JEAN MOULIN;69002;LYON 2EME;85.02;Appartement;3;
2730;69382;4;;RUE;VAUBECOUR;69002;LYON 2EME;75.33;Appartement;3;
2731;71014;11;;RUE;DE LATTRE DE TASSIGNY;71400;AUTUN;87.53;Appartement;3;
2732;71404;5547;;;LA CONDEMAINE;71390;SAINT-DESERT;79.9;Appartement;3;
2733;72181;65;;RUE;RENEE AUDUC;72000;LE MANS;56.76;Appartement;3;
2734;73011;15;;RUE;JACQUES PORRAZ;73200;ALBERTVILLE;65.43;Appartement;4;
2735;73290;5307;;;PRES DE L AUMONE;73480;VAL CENIS;26.78;Appartement;2;
2736;73307;5245;;RES;CROIX DU SUD;73450;VALMEINIER;24.35;Appartement;1;
2737;75101;37;;BD;DE SEBASTOPOL;75001;PARIS 01;40.18;Appartement;2;
2738;75102;22;;RUE;LEOPOLD BELLAN;75002;PARIS 02;24.34;Appartement;2;
2739;75102;62;;RUE;MONTORGUEIL;75002;PARIS 02;37.32;Appartement;1;
2740;75102;18;;RUE;GRENETA;75002;PARIS 02;47.42;Appartement;2;
2741;75103;178;;RUE;DU TEMPLE;75003;PARIS 03;146.27;Appartement;5;
2742;75104;16;;RUE;DE BIRAGUE;75004;PARIS 04;36.14;Appartement;2;
2743;75104;13;;QUAI;D ANJOU;75004;PARIS 04;23.72;Appartement;1;
2744;75105;23;;RUE;DE LA COLLEGIALE;75005;PARIS 05;36.03;Appartement;2;
2745;75107;190;;RUE;DE GRENELLE;75007;PARIS 07;65.4;Appartement;3;
2746;75107;24;;RUE;DE MONTTESSUY;75007;PARIS 07;58.74;Appartement;3;
2747;75108;70;;RUE;DE ROME;75008;PARIS 08;83.05;Appartement;5;
2748;75108;50;;RUE;DU GENERAL FOY;75008;PARIS 08;65.72;Appartement;2;
2749;75109;49;;RUE;DE DOUAI;75009;PARIS 09;49.43;Appartement;2;
2750;75109;193;;RUE;DU FG POISSONNIERE;75009;PARIS 09;29.89;Appartement;2;
2751;75111;9;;RUE;DES TROIS BORNES;75011;PARIS 11;13.06;Appartement;1;
2752;75111;167;;RUE;SAINT MAUR;75011;PARIS 11;24.13;Appartement;1;
2753;75112;203;;RUE;DE CHARENTON;75012;PARIS 12;45.1;Appartement;2;
2754;75112;36;;RUE;ERARD;75012;PARIS 12;40.05;Appartement;2;
2755;75113;91;;RUE;BARRAULT;75013;PARIS 13;39.02;Appartement;2;
2756;75113;14;;RUE;PHILIBERT LUCOT;75013;PARIS 13;34.89;Appartement;2;
2757;75113;149;;AV;DE CHOISY;75013;PARIS 13;25.73;Appartement;2;
2758;75113;6;;BD;ARAGO;75013;PARIS 13;70.75;Appartement;2;
2759;75114;11;;RUE;D ODESSA;75014;PARIS 14;36.33;Appartement;1;
2760;75114;1;B;BD;EDGAR QUINET;75014;PARIS 14;6.25;Appartement;1;
2761;75114;39;;RUE;DES ARTISTES;75014;PARIS 14;44.81;Appartement;3;
2762;75114;51;;RUE;DE LA TOMBE ISSOIRE;75014;PARIS 14;42.51;Appartement;3;
2763;75114;40;;AV;DU GENERAL LECLERC;75014;PARIS 14;83.77;Appartement;4;
2764;75115;407;;RUE;DE VAUGIRARD;75015;PARIS 15;35.15;Appartement;3;
2765;75115;10;;RUE;FRANCOIS MOUTHON;75015;PARIS 15;19.45;Appartement;1;
2766;75115;7;B;RUE;BAUSSET;75015;PARIS 15;60.15;Appartement;3;
2767;75115;15;;CITE;FALGUIERE;75015;PARIS 15;27.26;Appartement;1;
2768;75115;59;;QUAI;DE GRENELLE;75015;PARIS 15;32.82;Appartement;1;
2769;75115;69;;RUE;DES ENTREPRENEURS;75015;PARIS 15;64.82;Appartement;3;
2770;75115;18;;BD;VICTOR;75015;PARIS 15;60.01;Appartement;3;
2771;75116;2;;SQ;JOUVENET;75016;PARIS 16;35.54;Appartement;3;
2772;75116;40;;RUE;ERLANGER;75016;PARIS 16;55.95;Appartement;3;
2773;75116;5;B;RUE;DE MUSSET;75016;PARIS 16;30.01;Appartement;1;
2774;75116;48;;BD;MURAT;75016;PARIS 16;68.51;Appartement;3;
2775;75116;4;;VLA;CHANEZ;75016;PARIS 16;85.02;Appartement;4;
2776;75116;7;;RUE;DE LA TOUR;75016;PARIS 16;135.02;Appartement;4;
2777;75117;23;;RUE;DES ACACIAS;75017;PARIS 17;32.93;Appartement;1;
2778;75117;181;;BD;PEREIRE;75017;PARIS 17;140.7;Appartement;5;
2779;75117;16;;RUE;THEODORE DE BANVILLE;75017;PARIS 17;172.45;Appartement;5;
2780;75117;30;;RUE;CARDINET;75017;PARIS 17;61.52;Appartement;3;
2781;75117;38;;RUE;TRUFFAUT;75017;PARIS 17;57.8;Appartement;3;
2782;75117;95;;RUE;NOLLET;75017;PARIS 17;49.55;Appartement;3;
2783;75117;11;;RUE;LACROIX;75017;PARIS 17;21.01;Appartement;2;
2784;75118;2;;RUE;GUSTAVE ROUANET;75018;PARIS 18;15.42;Appartement;1;
2785;75118;30;;RUE;DU SIMPLON;75018;PARIS 18;56.42;Appartement;3;
2786;75118;5;;RUE;HERMANN LACHAPELLE;75018;PARIS 18;22.95;Appartement;1;
2787;75119;157;;AV;JEAN JAURES;75019;PARIS 19;17.17;Appartement;1;
2788;75119;52;;RUE;PETIT;75019;PARIS 19;53.8;Appartement;3;
2789;75119;17;;RUE;CLAVEL;75019;PARIS 19;71.03;Appartement;3;
2790;75119;7;;RUE;BURNOUF;75019;PARIS 19;21.75;Appartement;2;
2791;75120;3;;RUE;DU JOURDAIN;75020;PARIS 20;64.61;Appartement;3;
2792;75120;21;;PAS;GAMBETTA;75020;PARIS 20;60.21;Appartement;3;
2793;75120;31;;RUE;LIGNER;75020;PARIS 20;11.49;Appartement;1;
2794;76351;94;;AV;PAUL VERLAINE;76610;LE HAVRE;74.13;Appartement;3;
2795;76596;5134;;CD;COTE DE LA CAVEE;76700;SAINT-LAURENT-DE-BREVEDENT;59.36;Maison;2;
2796;77053;11;;RUE;DU GENERAL LECLERC;77170;BRIE COMTE ROBERT;41.53;Appartement;2;
2797;77058;75;;BD;ANTOINE GIROUST;77600;BUSSY-SAINT-GEORGES;67.12;Appartement;3;
2798;77083;11;;BD;COPERNIC;77420;CHAMPS-SUR-MARNE;46.43;Appartement;2;
2799;77222;62;;RUE;DE TROYES;77390;GUIGNES;53.34;Appartement;3;
2800;77251;22;;BD;VICTOR SCHOELCHER;77127;LIEUSAINT;52.13;Appartement;2;
2801;77305;14;;RUE;DANIELLE CASANOVA;77130;MONTEREAU FAULT YONNE;24.63;Appartement;1;
2802;77327;48;;RUE;DU GENERAL LECLERC;77370;NANGIS;48.05;Appartement;2;
2803;77373;13;;ALL;ARTHUR RIMBAUD;77340;PONTAULT COMBAULT;91.47;Maison;4;
2804;77377;3;;IMP;DU VIEUX PUITS;77220;PRESLES-EN-BRIE;81.67;Appartement;4;
2805;77514;173;;RUE;DES TILLEULS;77270;VILLEPARISIS;51.99;Appartement;3;
2806;78123;560;;RUE;DE LA CHAPELLE;78955;CARRIERES SOUS POISSY;61.3;Appartement;3;
2807;78172;151;;AV;CARNOT;78700;CONFLANS SAINTE HONORINE;60.05;Appartement;3;
2808;78242;64;;AV;SANTOS DUMONT;78330;FONTENAY LE FLEURY;74.93;Appartement;4;
2809;78335;20;;RUE;JACQUES L DUVIVIER;78520;LIMAY;45.55;Appartement;2;
2810;78361;26;;RUE;GAMBETTA;78200;MANTES-LA-JOLIE;35.09;Appartement;2;
2811;78372;10;;RUE;DE VISEU;78160;MARLY-LE-ROI;60.37;Appartement;3;
2812;78382;19;;RUE;DE PONTOISE;78780;MAURECOURT;60.3;Appartement;3;
2813;78402;9;T;RUE;LOUIS THEOPHILE REAL;78970;MEZIERES-SUR-SEINE;41.68;Maison;3;
2814;78490;86;;AV;DES SABLONS;78370;PLAISIR;49.52;Appartement;2;
2815;78517;27;Q;RUE;DE LA SABLIERE;78120;RAMBOUILLET;61.56;Appartement;3;
2816;78586;1;;RUE;LAMARTINE;78500;SARTROUVILLE;14.67;Appartement;1;
2817;78586;48;;AV;JEAN JAURES;78500;SARTROUVILLE;47.16;Appartement;2;
2818;78642;34;;RUE;DE L AULNAY MALLO;78480;VERNEUIL SUR SEINE;103.3;Maison;6;
2819;78642;1;;RUE;PAUL DOUMER;78480;VERNEUIL SUR SEINE;60.59;Appartement;3;
2820;78646;59;;AV;DES ETATS UNIS;78000;VERSAILLES;67.09;Appartement;4;
2821;78650;14;B;RTE;DE LA FAISANDERIE;78110;VESINET (LE);63.5;Maison;3;
2822;78674;16;;AV;DU GRAND CANAL;78450;VILLEPREUX;59.49;Appartement;3;
2823;83009;151;;BD;DE LA MER;83150;BANDOL;45.41;Appartement;2;
2824;83019;185;;CHE;DE LA MER;83230;BORMES-LES-MIMOSAS;128.27;Maison;5;
2825;83029;9002;;RTE;DE FAYENCE;83440;CALLIAN;47.35;Appartement;3;
2826;83034;730;;AV;DE LA VALERANE;83320;CARQUEIRANNE;46.49;Appartement;3;
2827;83069;13;;AV;NOCART;83400;HYERES;157.13;Appartement;1;
2828;83123;326;;COR;DU SOLEIL;83110;SANARY SUR MER;43.2;Appartement;1;
2829;83123;25;;CHE;DU ROSAIRE;83110;SANARY SUR MER;23.7;Appartement;1;
2830;83126;235;;AV;ALEX PEIRE;83500;LA SEYNE SUR MER;82.43;Appartement;4;
2831;83129;1557;;RES;EL BIAR;83140;SIX-FOURS-LES-PLAGES;59.53;Appartement;3;
2832;83129;195;;RUE;PIERRE LOTI;83140;SIX-FOURS-LES-PLAGES;26.4;Appartement;1;
2833;83130;6;B;FG;NOTRE DAME;83210;SOLLIES-PONT;47.3;Appartement;3;
2834;83137;14;;RUE;HONORE;83100;TOULON;25.5;Appartement;2;
2835;83144;245;;LOT;DU PARC STE CLAIRE;83160;LA VALETTE DU VAR;17.2;Appartement;1;
2836;84003;134;;QUAI;DE LA LIBERTE;84400;APT;75.75;Appartement;3;
2837;85092;11;;RUE;BENJAMIN FILLON;85200;FONTENAY-LE-COMTE;31;Appartement;3;
2838;85191;9006;;;LES RORTIERES;85000;ROCHE SUR YON (LA);38.8;Appartement;2;
2839;85194;2;;RUE;DU PUITS LANDAIS;85100;SABLES-D'OLONNE (LES);59.7;Appartement;3;
2840;85234;88;;AV;DE LA MER;85160;SAINT-JEAN-DE-MONTS;46.77;Appartement;2;
2841;85234;6;;AV;DES ETANGS;85160;SAINT-JEAN-DE-MONTS;37.36;Appartement;1;
2842;86194;79;;AV;DE LA LIBERATION;86000;POITIERS;37.12;Appartement;1;
2843;88160;13;B;RUE;CAPITAINE ROOS;88000;EPINAL;36.78;Appartement;2;
2844;88341;51;;RTE;DE LA MAIRIE;88100;PAIR-ET-GRANDRUPT;71.2;Appartement;2;
2845;90010;26;;RUE;DE STRASBOURG;90000;BELFORT;71.01;Appartement;3;
2846;91021;8;;RUE;DE MONDONVILLE;91290;ARPAJON;21.41;Appartement;1;
2847;91111;5;;RUE;SAINT DENIS;91640;BRIIS-SOUS-FORGES;60.01;Appartement;2;
2848;91122;8;;AV;ARISTIDE BRIAND;91440;BURES SUR YVETTE;27;Appartement;1;
2849;91156;34;A;RUE;CHANTEREAU;91630;CHEPTAINVILLE;28.38;Appartement;1;
2850;91161;9001;;RES;DE LA CROIX BLANCHE;91380;CHILLY MAZARIN;62.9;Appartement;3;
2851;91161;1;;SQ;DE PROVENCE;91380;CHILLY MAZARIN;67.96;Appartement;3;
2852;91191;28;;AV;JEAN JAURES;91560;CROSNE;54;Appartement;3;
2853;91226;4;;RUE;DE LA ROCHE BENOTTE;91580;ETRECHY;19.2;Appartement;1;
2854;91228;301;;QUAI;AUX FLEURS;91000;EVRY-COURCOURONNES;72.75;Appartement;4;
2855;91338;10;T;PL;DU GENERAL DE GAULLE;91470;LIMOURS;12.15;Appartement;1;
2856;91377;8;;RUE;AMPERE;91300;MASSY;65.36;Appartement;3;
2857;91377;21;;PL;DE L'UNION EUROPEENNE;91300;MASSY;58.87;Appartement;3;
2858;91421;5;;RUE;DU GENERAL LECLERC;91230;MONTGERON;66.56;Appartement;3;
2859;91425;21;;RUE;DE PARIS;91310;MONTLHERY;55.26;Appartement;3;
2860;91477;18;;RUE;DES FRAISETTES;91120;PALAISEAU;43.33;Appartement;2;
2861;91477;9001;;PARC;D ARDENAY;91120;PALAISEAU;81.76;Appartement;5;
2862;91477;22;;;DOM DE LA BUTTE A LA REINE;91120;PALAISEAU;51.3;Appartement;3;
2863;91589;114;;BD;ARISTIDE BRIAND;91600;SAVIGNY-SUR-ORGE;71;Maison;4;
2864;91687;11;;RUE;GRANDE RIVE;91170;VIRY CHATILLON;79.13;Appartement;4;
2865;92002;13;;RUE;D AQUITAINE;92160;ANTONY;38.39;Appartement;2;
2866;92002;2;;AV;DU ONZE NOVEMBRE;92160;ANTONY;62.02;Appartement;3;
2867;92004;23;;RUE;DE BRETAGNE;92600;ASNIERES-SUR-SEINE;102.01;Appartement;5;
2868;92004;7;;RUE;GEORGES JANIN;92600;ASNIERES-SUR-SEINE;23.05;Appartement;1;
2869;92004;7;;RUE;STE SOPHIE;92600;ASNIERES-SUR-SEINE;64.94;Appartement;3;
2870;92009;74;;RUE;DU GENERAL LECLERC;92270;BOIS-COLOMBES;27.75;Appartement;2;
2871;92009;10;;AV;DE VERDUN;92270;BOIS-COLOMBES;30.48;Appartement;1;
2872;92009;34;;RUE;PAUL DEROULEDE;92270;BOIS-COLOMBES;64.09;Appartement;3;
2873;92012;48;;QUAI;ALPHONSE LE GALLO;92100;BOULOGNE-BILLANCOURT;129.34;Appartement;6;
2874;92012;56;;RUE;DU CHEMIN VERT;92100;BOULOGNE-BILLANCOURT;48.66;Appartement;2;
2875;92012;1;;PAS;LEGRAND;92100;BOULOGNE-BILLANCOURT;28.03;Appartement;1;
2876;92012;93;;AV;PIERRE GRENIER;92100;BOULOGNE-BILLANCOURT;37.47;Appartement;1;
2877;92012;7;;RUE;DE L EGLISE;92100;BOULOGNE-BILLANCOURT;22.41;Appartement;2;
2878;92012;9;;BD;JEAN JAURES;92100;BOULOGNE-BILLANCOURT;77.65;Appartement;4;
2879;92012;53;B;RTE;DE LA REINE;92100;BOULOGNE-BILLANCOURT;83.38;Appartement;4;
2880;92014;65;;BD;DU MARECHAL JOFFRE;92340;BOURG-LA-REINE;55.81;Appartement;3;
2881;92019;55;;RUE;MARC SANGNIER;92290;CHATENAY-MALABRY;56.2;Appartement;3;
2882;92019;241;;AV;DE LA DIVISION LECLERC;92290;CHATENAY-MALABRY;31.85;Appartement;1;
2883;92024;8;;RUE;DES CAILLOUX;92110;CLICHY;44.52;Appartement;2;
2884;92024;41;;RUE;DE NEUILLY;92110;CLICHY;51.39;Appartement;2;
2885;92033;18;;ALL;ALLEE WILLIAM BUTTERFIELD;92380;GARCHES;109.74;Appartement;4;
2886;92035;51;B;RUE;JEAN BONAL;92250;LA GARENNE-COLOMBES;52.02;Appartement;3;
2887;92040;31;;AV;VICTOR CRESSON;92130;ISSY-LES-MOULINEAUX;13.05;Appartement;1;
2888;92040;2;;RUE;HOCHE;92130;ISSY-LES-MOULINEAUX;23.16;Appartement;1;
2889;92040;5;;RUE;VICTOR HUGO;92130;ISSY-LES-MOULINEAUX;37.25;Appartement;2;
2890;92044;54;;RUE;RIVAY;92300;LEVALLOIS-PERRET;44.53;Appartement;2;
2891;92044;64;;RUE;VOLTAIRE;92300;LEVALLOIS-PERRET;67.74;Appartement;1;
2892;92044;5;;RUE;MARIUS AUFAN;92300;LEVALLOIS-PERRET;112.47;Maison;3;
2893;92048;16;;SEN;DES GRIMETTES;92190;MEUDON;33.35;Appartement;2;
2894;92050;3;;RUE;DU 11 NOVEMBRE 1918;92000;NANTERRE;75.18;Appartement;4;
2895;92062;15;;RUE;CHARLES LORILLEUX;92800;PUTEAUX;46.97;Appartement;2;
2896;92063;60;B;RUE;GALLIENI;92500;RUEIL-MALMAISON;42.6;Appartement;2;
2897;92063;49;;AV;DU DIX HUIT JUIN 1940;92500;RUEIL-MALMAISON;81.58;Appartement;4;
2898;92064;9;;PARC;DE LA BERENGERE;92210;SAINT-CLOUD;64.16;Appartement;3;
2899;92064;17;;RUE;DE BUZENVAL;92210;SAINT-CLOUD;27.59;Appartement;2;
2900;92071;15;;RUE;JEAN MASCRE;92330;SCEAUX;132.42;Appartement;3;
2901;92072;8;;CHE;DES LACETS;92310;SEVRES;64.32;Appartement;3;
2902;92075;27;;RUE;RAYMOND MARCHERON;92170;VANVES;48.9;Appartement;2;
2903;93006;75;;RUE;MARIE ANNE COLOMBIER;93170;BAGNOLET;45.62;Appartement;2;
2904;93008;22;;RUE;DE L UNION;93000;BOBIGNY;25;Appartement;1;
2905;93010;11;;AV;PASTEUR;93140;BONDY;57.1;Appartement;2;
2906;93046;6;;ALL;RENE;93190;LIVRY-GARGAN;82.5;Appartement;4;
